grill,private entrance,free parking,review_scores_location,resort access,review_scores_rating,bedrooms,beds,pool,host_acceptance_rate,reviews_per_month,minimum_maximum_nights,minimum_minimum_nights,bathrooms,neighbourhood_cleansed_num,accommodates,hot tub,fireplace,price,id,host_is_superhost,prop_Entire condo,prop_Entire guest suite,prop_Entire guesthouse,prop_Entire home,prop_Entire rental unit,prop_Entire townhouse,prop_Hotel,prop_Private room,room_Entire home/apt,room_Private room
0,0,1,4.27,0,4.67,2,4,0,100,0.53,1125,2,1,21,4,0,1,187,24494851,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.91,0,4.96,3,3,0,100,1.77,1125,1,2.5,7,9,0,0,347,24497645,1,0,0,0,1,0,0,0,0,1,0
0,0,0,4.93,0,4.85,1,1,0,100,4.33,365,1,1,19,2,0,0,161,24514365,1,1,0,0,0,0,0,0,0,1,0
0,1,0,4.96,0,4.87,1,2,0,100,3.36,365,1,1.5,19,4,0,0,170,24515023,1,1,0,0,0,0,0,0,0,1,0
0,0,0,4.83,0,4.88,1,1,0,100,1.33,1125,2,1.5,20,2,0,1,95,24574665,0,0,0,0,0,0,0,0,1,0,1
1,0,1,4.85,0,4.91,4,4,0,67,1.55,365,2,2.5,6,8,0,0,451,24578571,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.69,0,4.75,1,2,1,100,1.54,14,2,1,19,4,0,0,242,24579448,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.97,0,4.97,3,3,0,100,2.6,1125,3,3.5,5,8,0,0,282,24580553,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.87,0,4.92,3,3,0,99,1.25,1125,2,3.5,17,9,0,0,349,24595844,0,0,0,0,1,0,0,0,0,1,0
1,0,1,4.93,0,4.82,1,1,0,99,0.45,1125,31,1.5,12,2,0,1,75,24625701,0,0,0,0,0,0,0,0,1,0,1
0,0,1,4.94,0,4.97,1,1,0,99,0.5,1125,30,1.5,12,2,0,1,75,24627334,0,0,0,0,0,0,0,0,1,0,1
0,0,1,4.72,0,4.89,1,1,0,99,0.29,1125,30,1.5,12,2,0,1,75,24628812,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.98,0,4.76,1,1,0,97,2.67,1125,2,1,6,2,0,0,129,24648152,0,0,0,0,0,1,0,0,0,1,0
1,0,1,4.63,0,4.63,2,2,0,100,2.76,1125,3,1,6,4,0,0,186,24651688,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.88,0,4.83,2,2,0,99,3.73,1125,1,2,6,4,0,0,161,24667605,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.78,0,4.91,3,6,0,98,3.24,1125,2,2,16,10,0,1,297,24676429,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.87,0,4.85,1,2,1,100,3.77,1125,3,1,19,4,0,0,150,24688509,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.85,0,4.84,2,3,0,100,1.47,1125,2,1,8,5,0,0,178,24694751,1,0,0,0,0,1,0,0,0,1,0
0,0,1,5,0,5,1,3,0,86,0.02,1125,30,1.5,11,1,0,0,30,24697042,0,0,0,0,0,0,0,0,1,0,1
0,0,0,4.8,0,4.88,4,9,0,100,2.16,1125,1,2,17,12,0,0,555,24697740,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.71,0,4.71,1,1,0,100,0.12,1125,29,1,29,2,0,0,125,24714412,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.88,0,5,4,5,0,100,0.4,28,2,3.5,7,10,0,1,528,24715542,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.73,0,4.9,3,3,0,100,2.85,60,1,3,7,6,0,0,241,24734366,1,0,0,0,1,0,0,0,0,1,0
0,1,0,4.88,0,4.89,2,2,0,96,9.7,1125,1,1,15,5,0,0,137,24737740,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.45,0,4.76,3,6,0,96,0.57,2,2,3.5,7,10,0,0,239,24738411,0,0,0,0,0,0,1,0,0,1,0
1,0,1,4.92,0,4.91,1,1,0,100,2.81,10,2,1,17,2,0,1,120,24749438,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.93,0,4.86,1,1,0,100,3.79,1125,2,1,17,2,0,0,143,24753664,1,0,0,1,0,0,0,0,0,1,0
1,0,1,4.79,0,4.87,4,10,0,100,1.66,1125,1,2.5,2,12,1,1,888,24769386,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.91,0,4.91,4,5,0,98,1.55,1125,1,3.5,17,12,0,0,238,24774210,1,0,0,0,0,0,1,0,0,1,0
0,0,1,4.9,0,4.98,3,4,0,100,1.85,1125,3,3.5,5,8,0,0,415,24780330,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.78,0,4.96,3,8,0,100,1.67,1125,2,3.5,19,10,0,1,274,24826044,1,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,2,3,0,99,2.359074492,365,30,2.5,11,5,0,0,88,24865348,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.84,0,4.93,1,2,0,100,2.17,1125,30,1,16,3,0,0,142,24940929,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.88,0,4.94,4,5,0,98,1.89,1125,1,3.5,18,12,0,0,296,24945661,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.95,0,4.92,1,3,0,99,5.3,1125,2,1,19,4,0,0,182,24977521,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.61,0,4.75,2,4,0,98,1.73,1125,2,1.5,7,8,0,0,111,24988157,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.88,0,4.69,1,4,0,100,4.14,29,1,1,19,6,0,0,180,24988585,1,0,0,0,0,1,0,0,0,1,0
0,0,1,4.75,0,4.95,1,1,0,100,0.94,1124,1,1,21,2,0,0,132,24993316,0,0,0,0,0,0,0,0,1,0,1
1,0,1,4.76,0,5,4,15,0,100,0.84,1125,1,3.5,19,12,0,0,567,25007949,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.81,0,4.69,2,3,1,100,1.11,1125,3,2,5,8,0,1,382,25008716,0,1,0,0,0,0,0,0,0,1,0
1,0,1,4.79,0,4.88,1,2,1,96,2.09,1125,2,1,2,3,0,0,132,25058440,0,0,1,0,0,0,0,0,0,1,0
0,0,0,4.98,0,4.84,1,2,0,100,2.94,365,1,1.5,19,4,0,0,172,25076538,1,1,0,0,0,0,0,0,0,1,0
1,1,0,4.83,0,5,3,3,0,100,1.73,1125,3,2.5,19,6,0,2,324,25086083,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,5,1,1,1,67,0.3,1125,2,1,3,3,0,1,199,25100504,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.5,0,5,3,3,1,60,0.31,365,30,2,20,6,0,0,74,25112228,0,0,0,0,0,1,0,0,0,1,0
1,1,1,4.98,0,5,4,8,0,98,2.98,1125,2,2,18,12,0,0,499,25124851,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.83,0,4.84,1,1,0,99,3.06,41,1,1,19,2,0,0,162,25129990,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.69,0,4.92,3,4,0,98,2.56,1125,2,3,6,8,0,0,197,25157325,1,0,0,0,1,0,0,0,0,1,0
0,1,0,4.9,0,4.71,1,2,0,96,1.54,1125,1,1,7,2,0,0,95,25158252,0,0,1,0,0,0,0,0,0,1,0
0,1,1,4.74,0,4.92,1,1,0,100,4.5,14,1,1,16,3,0,0,107,25206397,1,0,1,0,0,0,0,0,0,1,0
0,1,1,3.88,0,4.81,2,3,0,96,0.27,2,2,2.5,5,6,0,0,195,25206528,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,2,0,99,0.02,14,2,2,5,4,0,0,100,25224713,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.94,0,4.99,1,1,0,100,2.66,30,1,1,6,2,0,0,113,25258244,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.8,0,4.61,2,2,0,100,1.9,1124,2,1,6,4,0,0,110,25284709,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.9,0,4.9,1,1,0,99,6.38,1125,1,1,15,2,0,0,53,25288863,0,0,1,0,0,0,0,0,0,1,0
1,1,1,4.91,0,4.95,2,4,0,97,2.34,1125,2,1.5,26,6,0,0,203,25341877,1,0,0,0,1,0,0,0,0,1,0
1,0,1,4.94,0,4.86,2,4,0,99,7.45,1125,1,1,24,8,0,0,146,25374952,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.91,0,4.98,1,1,0,99,3.78,1125,1,1,19,2,0,0,133,25377496,1,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,1,0,99,2.359074492,15,1,1,19,2,0,0,70,25378497,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,2,2,1,99,2.359074492,1125,1,2,19,4,0,0,250,25402613,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.97,0,4.99,2,2,0,100,1.46,1125,2,1,24,5,0,1,175,25407300,0,0,1,0,0,0,0,0,0,1,0
0,1,0,4.93,0,4.91,2,2,0,99,3.81,1125,2,2,19,4,0,0,343,25419482,1,1,0,0,0,0,0,0,0,1,0
0,0,1,4.92,0,4.92,3,3,0,99,0.21,60,3,1,17,6,0,0,138,25516000,0,0,0,0,0,1,0,0,0,1,0
0,0,1,4.34,0,4.86,3,5,0,100,1.28,1125,2,1,1,6,0,0,175,25517163,1,0,0,0,1,0,0,0,0,1,0
0,0,0,4.63,0,4.5,1,1,0,99,0.13,2,2,1,19,1,0,0,70,25581088,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.95,0,4.76,3,5,0,99,2.8,365,2,2.5,19,10,0,0,251,25595576,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,1,1,1,99,2.359074492,1125,31,1,14,1,0,0,36,25617930,0,0,0,0,0,0,0,0,1,0,1
1,1,1,4.82,0,4.88,3,4,0,100,3.24,1125,1,1,7,7,0,0,242,25618468,0,0,0,0,1,0,0,0,0,1,0
0,1,0,4.87,0,5,1,2,0,99,0.28,1125,2,1,6,2,0,0,110,25687238,0,0,0,0,0,0,0,0,1,0,1
0,1,0,3.77,0,4.74,3,3,0,99,0.86,1125,2,2,21,8,0,0,192,25781793,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.62,0,4.94,3,6,0,95,2.8,1125,2,2.5,5,10,0,0,286,25782632,1,0,0,0,1,0,0,0,0,1,0
1,0,1,4.81,0,4.95,3,5,0,98,1.22,1125,2,3.5,7,10,0,0,205,25799626,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.95,0,4.95,8,10,0,98,0.35,1125,2,7,21,16,0,0,764,25807003,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.9,0,4.95,4,14,0,98,2.44,28,2,4,17,12,0,0,268,25812347,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.89,0,4.9,1,1,0,100,12.48,1125,1,1,26,2,0,0,111,25813364,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.88,0,4.66,1,2,0,99,2.48,1125,2,1,19,4,0,1,153,25828359,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.84,0,4.72,1,2,0,100,3.46,29,1,1,19,4,0,0,164,25830405,1,0,0,0,0,1,0,0,0,1,0
0,0,0,4.6,0,4.72,1,1,0,98,3.49,28,2,1,6,2,0,0,110,25832972,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.47,0,4.44,4,6,0,100,2.65,1125,1,2,16,10,0,0,159,25871118,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.93,0,4.97,1,2,0,96,2.44,1125,1,1,5,4,0,0,154,25886612,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,5,4,5,0,99,0.15,1125,2,4,6,12,0,1,957,25903972,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.86,0,4.94,4,6,0,100,2.56,1125,2,2.5,19,10,0,0,541,25909117,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.95,0,4.99,4,4,0,100,1.26,1125,1,3.5,17,8,0,0,510,25967703,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.65,0,4.76,3,6,0,99,0.34,1125,2,2,21,10,0,0,198,25974415,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.5,0,5,2,3,0,99,0.08,1125,30,2.5,16,6,0,0,89,26004491,1,0,0,0,0,0,1,0,0,1,0
0,1,0,4.92,0,5,3,3,0,100,0.45,1125,2,3.5,17,7,0,0,209,26010102,1,0,0,0,0,0,1,0,0,1,0
1,1,1,4.86,0,4.87,3,3,0,99,4.19,1125,2,1.5,10,8,0,1,127,26011923,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,1,1,0,100,2.359074492,180,31,1,5,1,0,0,50,26065556,1,0,0,0,0,0,0,0,1,0,1
0,1,0,4.95,0,4.96,3,4,0,100,1.93,1125,2,1,15,6,0,0,350,26125808,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.48,0,4.97,4,14,0,99,0.66,1125,30,4.5,19,12,0,1,679,26129261,0,0,0,0,1,0,0,0,0,1,0
1,0,1,4.52,0,4.8,3,7,0,94,3.85,1125,1,2.5,21,10,0,0,268,26156161,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.91,0,4.95,2,5,0,98,2.75,1125,1,2.5,5,6,0,0,176,26228112,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.84,0,4.78,1,2,1,95,4.32,1125,2,1,17,4,0,0,128,26232437,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.93,0,4.93,4,5,0,99,0.97,13,2,3,17,10,0,0,439,26245408,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.93,0,4.98,1,1,1,100,6.51,7,1,1,17,4,0,0,104,26250836,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.92,0,4.92,4,8,0,99,1.58,365,2,3.5,17,12,0,0,339,26260106,0,0,0,0,0,0,1,0,0,1,0
0,1,1,4.89,0,4.96,1,2,0,99,2.26,1125,1,1,8,2,0,0,100,26268262,0,0,1,0,0,0,0,0,0,1,0
1,1,0,4.9,0,5,2,2,0,99,0.52,150,3,2.5,6,4,0,0,514,26280450,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.9,0,4.57,4,5,0,99,3.04,41,1,3.5,17,10,0,1,561,26319881,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.97,0,4.96,2,3,0,98,1.32,365,2,2,17,6,0,0,247,26321010,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.95,0,4.89,2,3,0,98,1.14,1125,2,2,17,6,0,0,233,26322622,1,0,0,0,0,1,0,0,0,1,0
1,1,1,4.98,0,4.91,2,3,0,98,1.66,365,2,2,17,6,0,0,281,26329079,1,0,0,0,0,1,0,0,0,1,0
1,0,1,4.46,0,4.9,3,3,0,100,0.88,1125,2,2.5,2,6,0,0,300,26329868,0,0,0,0,1,0,0,0,0,1,0
0,1,0,4.05,0,4.5,1,1,0,98,2.53,28,2,1,6,2,0,0,109,26353100,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4,0,4.66,1,1,0,98,3.51,28,2,1,6,2,0,0,109,26354451,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.22,0,4.65,1,1,0,98,2.74,28,2,1,6,2,0,0,98,26354589,0,1,0,0,0,0,0,0,0,1,0
1,0,1,4.73,0,5,3,6,0,100,2.7,1125,3,3,17,8,0,0,287,26356781,1,0,0,0,1,0,0,0,0,1,0
1,1,0,4.82,0,4.85,2,2,0,100,2.27,1125,1,1,8,6,0,1,135,26445240,0,0,1,0,0,0,0,0,0,1,0
1,1,1,4.9,0,4.95,1,2,1,0,1.28,180,30,1,8,4,0,0,125,26456708,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.82,0,4.83,4,5,0,99,2.66,1125,2,2,17,8,0,0,185,26473813,1,0,0,0,1,0,0,0,0,1,0
0,0,1,4.88,0,4.44,1,1,0,100,0.34,365,30,1,13,1,0,0,36,26473920,0,0,0,0,0,0,0,0,1,0,1
0,1,0,4.97,0,4.92,1,2,0,100,8.6,1125,1,1,19,4,0,0,192,26488177,1,1,0,0,0,0,0,0,0,1,0
0,1,0,4.94,0,4.97,3,5,0,100,1.27,28,1,3.5,5,10,0,0,190,26501188,1,0,0,0,0,0,1,0,0,1,0
0,1,0,4.86,0,4.96,1,1,0,100,1.24,3,1,1,5,2,0,0,102,26522882,1,0,0,0,0,0,1,0,0,1,0
1,0,1,4.87,0,4.96,2,2,0,98,1.94,1125,2,2,5,4,0,0,240,26638862,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.94,0,4.93,4,15,0,98,3.29,28,2,4,17,12,0,0,206,26658902,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.58,0,4.93,4,6,1,99,1.57,90,2,4.5,19,12,1,1,785,26659476,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.75,0,4.83,4,7,1,100,0.2,1125,1,2,27,12,0,0,367,26686134,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.49,0,4.91,3,5,0,98,1.71,1125,2,3,21,10,0,2,265,26690269,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.94,0,4.98,1,1,0,100,0.8,1125,1,1,6,4,0,0,102,26693393,0,0,0,0,0,0,0,0,1,0,1
0,0,1,4.76,0,4.84,1,1,0,100,2.21,1125,2,1,28,2,0,0,39,26713924,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.9,0,4.92,1,2,0,100,5.95,1125,2,1,5,3,0,0,85,26764632,1,0,0,0,0,0,0,0,1,0,1
0,1,1,4.89,0,4.85,2,4,0,0,0.79,365,31,2,26,4,0,0,189,26772755,0,0,0,0,0,0,1,0,0,1,0
1,1,1,4.92,0,4.85,4,8,1,100,2.59,1125,1,6,19,12,1,1,913,26776225,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.92,0,4.96,1,2,0,100,4.1,1125,3,1,26,3,0,0,110,26800336,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.93,0,4.93,2,2,0,100,0.6,1125,2,1.5,20,5,0,1,295,26802251,0,0,0,0,1,0,0,0,0,1,0
1,1,1,4.91,1,4.95,2,4,1,100,3.27,1125,1,2,19,6,0,1,421,26812177,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.84,0,4.97,1,1,0,99,4.31,1125,2,1,3,2,0,0,80,26812474,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.91,0,4.97,1,1,0,100,1.93,1125,2,1,6,2,0,0,179,26848775,1,0,0,1,0,0,0,0,0,1,0
1,1,1,5,0,5,1,1,0,97,0.14,1125,30,1,5,2,0,0,95,26876313,0,1,0,0,0,0,0,0,0,1,0
0,0,1,5,0,5,1,1,0,100,0.02,180,32,1,5,1,0,0,51,26889883,1,0,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,1,1,0,100,2.359074492,180,32,1,5,1,0,0,50,26892397,1,0,0,0,0,0,0,0,1,0,1
0,1,1,4.59,0,4.91,1,3,0,96,5.18,30,1,1,2,4,0,0,238,26900742,1,0,1,0,0,0,0,0,0,1,0
1,0,0,4.9,0,4.93,3,4,0,100,2.78,1125,1,2,7,8,0,2,279,26916889,1,0,0,0,1,0,0,0,0,1,0
0,1,0,4.9,0,4.79,1,2,0,97,4.47,1125,2,1,19,4,0,0,200,26917701,1,1,0,0,0,0,0,0,0,1,0
0,1,1,4.4,0,4.73,2,3,0,100,0.27,1125,30,1,21,4,0,0,90,26948467,0,0,0,0,0,1,0,0,0,1,0
1,0,1,4.85,0,4.86,3,5,0,100,1.43,1125,3,2,17,10,0,0,298,26990097,1,0,0,0,1,0,0,0,0,1,0
0,0,1,5,0,4.9,3,4,0,100,0.19,1125,1,2.5,22,8,0,0,400,26992170,0,0,0,0,1,0,0,0,0,1,0
0,0,1,4.25,0,4.79,4,7,0,100,1.69,1125,1,2,21,10,0,0,262,26996194,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.78,0,4.9,1,1,0,100,2.49,61,30,1,5,3,0,0,150,27019693,0,0,1,0,0,0,0,0,0,1,0
1,1,0,4.5,0,4.94,3,5,0,96,1.37,1,1,2,21,8,0,1,305,27047473,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.93,0,4.93,4,7,0,100,1.56,1125,2,3.5,17,12,0,0,269,27055831,1,0,0,0,0,0,1,0,0,1,0
0,0,0,4.88,0,4.86,2,2,0,91,4.05,731,1,2,19,4,0,0,419,27060417,1,0,0,0,0,0,0,1,0,0,1
1,1,1,4.71,0,4.65,4,12,1,100,1.88,1125,1,3,16,12,1,0,283,27068316,1,0,0,0,1,0,0,0,0,1,0
0,1,1,5,0,4.98,2,3,0,99,1.07,1125,1,1,25,4,0,0,165,27081125,0,0,1,0,0,0,0,0,0,1,0
0,0,0,5,0,4.99,4,4,0,91,1.35,731,1,4,19,12,0,0,945,27084016,1,0,0,0,0,0,0,1,0,0,1
0,0,0,4.97,0,4.89,3,3,0,91,6.99,731,1,2,19,6,0,0,521,27084276,1,0,0,0,0,0,0,1,0,0,1
0,1,0,5,0,5,2,3,0,91,0.11,28,1,1,19,4,0,0,120,27084813,1,1,0,0,0,0,0,0,0,1,0
0,1,0,4.91,0,4.7,1,1,0,91,4.81,731,1,1,19,2,0,0,217,27084898,1,0,0,0,0,0,0,1,0,0,1
1,0,1,4.87,0,4.93,2,2,0,99,2.5,1125,1,1,8,4,0,0,94,27130296,0,0,1,0,0,0,0,0,0,1,0
0,1,1,4.61,0,4.93,1,1,0,99,5.1,1125,2,1,21,2,0,0,60,27134499,1,0,1,0,0,0,0,0,0,1,0
0,0,1,4.35,0,4.85,2,3,0,99,2.6,1125,2,2.5,5,7,0,0,268,27135016,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.8,0,4.96,1,1,0,99,7.39,1125,1,1,19,4,0,0,180,27136966,1,0,0,1,0,0,0,0,0,1,0
0,0,1,5,0,4.91,3,4,0,100,0.19,1125,30,2.5,15,10,0,1,225,27199485,1,0,0,0,1,0,0,0,0,1,0
1,0,1,4.72,0,4.88,3,7,0,98,1.11,1125,2,3.5,5,10,0,1,216,27223811,1,0,0,0,1,0,0,0,0,1,0
1,1,0,4.75,0,4.95,6,12,0,98,1.03,1125,2,8,5,16,0,0,626,27225405,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.72,0,4.91,3,6,0,98,2.3,1125,2,3,5,10,0,1,552,27228775,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.88,0,4.95,4,13,0,98,2.05,28,2,4,17,12,0,0,296,27258909,1,0,0,0,1,0,0,0,0,1,0
0,1,0,5,0,4.98,1,3,0,98,2.87,365,2,1.5,19,6,0,0,337,27282037,1,0,0,0,0,1,0,0,0,1,0
0,1,1,4.82,0,4.89,4,6,0,99,3.03,42,1,3,7,12,0,0,433,27285526,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.82,0,4.9,1,1,0,100,1.41,1125,2,1,19,3,0,0,190,27307849,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.22,0,4.22,1,1,0,100,0.2,1125,30,1,20,2,0,1,36,27359638,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.66,0,4.76,3,6,0,99,1.46,1125,2,3,21,10,0,0,317,27432114,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.92,0,4.92,3,3,0,97,1.88,21,3,2.5,10,6,0,0,145,27434683,1,0,0,0,1,0,0,0,0,1,0
1,1,1,4.97,0,4.98,3,5,0,100,1.05,1125,3,2.5,7,10,1,1,510,27450078,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.93,0,4.73,2,3,1,100,0.97,1125,2,2.5,29,5,0,2,239,27457444,0,0,0,0,0,0,1,0,0,1,0
0,1,1,4.91,0,4.96,1,3,1,99,1.27,1125,3,1,17,5,0,0,110,27457812,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.92,0,4.99,1,1,0,100,2.41,1125,2,1,8,2,0,0,128,27464551,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.61,0,4.74,2,2,0,97,4.86,1125,1,2.5,5,6,0,0,197,27479224,1,0,0,0,0,0,1,0,0,1,0
0,1,1,4.63,0,4.68,4,7,0,99,2.3,1125,2,4,19,12,0,0,703,27489460,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.84,0,4.58,3,4,0,99,0.75,42,1,1.5,22,8,0,0,167,27489950,0,0,0,0,0,1,0,0,0,1,0
0,1,1,4.97,0,4.97,1,1,0,100,3.86,1125,2,1,6,2,0,0,70,27500000,1,0,1,0,0,0,0,0,0,1,0
1,1,1,4.82,0,4.78,1,7,1,100,2.73,1125,1,1,19,4,0,1,131,27508615,1,1,0,0,0,0,0,0,0,1,0
1,0,1,4.88,0,5,4,6,0,98,4.31,1125,2,3,5,10,0,0,313,27520811,1,0,0,0,1,0,0,0,0,1,0
1,0,1,4.86,0,4.91,1,1,0,100,4.32,1125,1,1,8,2,1,1,93,27546946,0,0,0,0,0,0,0,0,1,0,1
0,1,1,4.58,0,4.83,4,7,0,96,0.21,3,2,3.5,17,12,0,0,233,27606282,0,0,0,0,0,0,1,0,0,1,0
0,1,1,4.96,0,4.98,1,1,0,100,4.63,1125,1,1,15,2,0,0,115,27611390,1,0,0,0,0,0,0,0,1,0,1
0,1,1,4.84,0,4.95,1,1,1,100,5.76,1125,2,1,19,2,0,1,185,27611691,1,1,0,0,0,0,0,0,0,1,0
0,0,0,4.95,0,4.71,4,5,0,95,1.6,1125,1,2,6,8,0,1,160,27628244,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.78,0,4.82,1,2,0,100,3.66,1125,2,1,16,4,0,0,84,27631070,1,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,2,1,99,0.02,1125,1,1,19,1,0,1,10,27633928,0,1,0,0,0,0,0,0,0,1,0
0,1,1,4.94,0,4.95,1,1,0,100,5.31,14,1,1,13,4,0,1,99,27652894,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.92,0,4.98,3,4,0,100,2.84,1125,2,2.5,20,8,0,0,236,27655588,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.66,0,4.88,3,8,0,99,5.48,1125,2,2.5,21,10,0,0,109,27661355,0,0,0,0,1,0,0,0,0,1,0
1,0,1,4.7,0,4.7,1,1,0,100,0.17,90,30,1.5,27,2,0,1,47,27704354,0,0,0,0,0,0,0,0,1,0,1
1,1,1,4.85,0,4.91,3,9,0,100,0.81,1125,30,2,15,10,0,0,283,27754755,1,0,0,0,1,0,0,0,0,1,0
0,1,1,4.73,0,4.73,2,3,0,100,0.2,1125,30,1,21,4,0,0,95,27756777,0,0,0,0,0,1,0,0,0,1,0
1,1,1,4.57,0,5,1,2,1,100,0.16,1125,30,1,17,2,0,0,59,27789062,1,1,0,0,0,0,0,0,0,1,0
1,1,1,4.76,0,4.82,3,6,0,99,1.71,365,2,2.5,17,10,0,0,221,27792225,0,0,0,0,1,0,0,0,0,1,0
1,0,1,4.83,0,4.92,3,2,0,99,0.42,1125,1,1,26,5,0,0,190,27804264,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.81,0,4.58,3,3,0,99,2.7,42,1,1,15,6,0,0,214,27807422,0,0,0,0,1,0,0,0,0,1,0
0,1,1,4.64,0,4.73,4,12,0,99,1.72,95,1,3.5,21,16,0,0,393,27808053,0,0,0,0,1,0,0,0,0,1,0
0,1,0,4.94,0,4.94,1,1,0,94,0.32,1125,30,1,18,1,0,0,58,27810228,1,0,1,0,0,0,0,0,0,1,0
0,1,1,4.75,0,4.71,3,4,0,99,2.12,41,1,2,5,6,0,0,201,27831981,0,0,0,0,1,0,0,0,0,1,0
